id,old_id,identifier1_type_code,identifier1_type_display,identifier1_type_text,identifier1_system,identifier1_value,identifier1_assigner_display,identifier2_type_code,identifier2_type_display,identifier2_type_text,identifier2_system,identifier2_value,active,name1_use,name1_family,name1_given1,name1_prefix1,name1_suffix1,name1_text,telecom1_system,telecom1_value,telecom1_use,telecom2_system,telecom2_value,telecom2_use,address1_use,address1_line1,address1_city,address1_state,address1_postalCode,address1_country,address1_text,gender,qualification1_ahpraProfessionDetails_Profession_text,qualification1_identifier_type_code,qualification1_identifier_type_display,qualification1_identifier_type_text,qualification1_identifier_system,qualification1_identifier_value,qualification1_code_system,qualification1_code_code,qualification1_code_display,qualification1_code_text,period_start,issuer_display,
leech-darnell,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052249 ,,,,,,,,official,LEECH,Darnell,,,,phone,0370106250,work,email,darnell.leech@murrabitph.example.com.au,,,63 Council Ct,Murrabit,VIC,3579,,,male,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000089,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
chambers-greg,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052256 ,,,,,,,,official,CHAMBERS,Greg,,,,phone,0370100833,work,email,greg.chambers@wannonph.example.net,,,171 Dean Pnt,Wannon,VIC,3301,,,unknown,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000090,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
shea-ingrid,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233384924 ,,,,,,,,official,SHEA,Ingrid,,,,phone,0370106969,work,email,ingrid.shea@milnesbridgemc.example.com.au,,,171 Belby Rvr,Milnes Bridge,VIC,3579,,,other,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000091,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
gidley-dee,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718650 ,,,,,,,,official,GIDLEY,Dee,,,,phone,0370105357,work,email,dee.gidley@joycescreekmc.example.net,,,136 Silver Cnr,Joyces Creek,VIC,3462,,,female,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000092,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
short-miranda,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566718998 ,,,,,,,,official,SHORT,Miranda,,,,phone,0370101194,work,email,miranda.short@example.com.au,,,134 King Ave,Mckenzie Creek,VIC,3401,,,other,Medical Imaging Professionals,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000093,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
burdett-palmer,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566719012 ,,,,,,,,official,BURDETT,Palmer,,,,phone,0370101180,work,email,palmer.burdett@douglasradiology.example.com.au,,,31 Museum Pde,Douglas,VIC,3401,,,unknown,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000094,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
mccarthy-kate,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233384932 ,,,,,,,,official,MCCARTHY,Kate,,,,phone,0370108107,work,email,kate.mccarthy@mckenziecreekradiology.example.com.au,,,183 Victoria Pl,Mckenzie Creek,VIC,3401,,,other,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000095,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
fryer-chau,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566719020 ,,,,,,,,official,FRYER,Chau,,,,phone,0370108625,work,email,chau.fryer@murrabitph.example.com.au,,,107 West Cr,Murrabit,VIC,3579,,,female,Surgeons,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000096,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
lamerton-betsy,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003614900051531 ,,,,,,,,official,LAMERTON,Betsy,,,,phone,0370109715,work,email,betsy.lamerton@wannonph.example.net,,,98 Rail Hts,Wannon,VIC,3301,,,other,Surgeons,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000097,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
quinn-aisha,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052272 ,,PRES,Prescriber Number,,http://ns.electronichealth.net.au/id/medicare-prescriber-number,8017170,,official,QUINN,Aisha,,,,phone,0370103567,work,email,aisha.quinn@example.com,,,84 Barrack Way,Blackburn South,VIC,3130,,,female,Dental Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000098,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
roche-louis,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566719038 ,,,,,,,,official,ROCHE,Louis,,,,phone,0370107957,work,email,louis.roche@example.com.au,,,90 Gold Ave,Piavella,VIC,3572,,,male,Specialist Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000099,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
-chi,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566719046 ,,,,,,,,official,0,Chi,,,,phone,0370108366,work,email,chi.baldwin@example.net,,,142 State Ave,Areegra,VIC,3480,,,unknown,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000100,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
lavender-lavelle,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233384957 ,,,,,,,,official,LAVENDER,Lavelle,,,,phone,0370105723,work,email,lavelle.lavender@example.com,,,174 Princess Pde,Mandurang South,VIC,3551,,,female,Podiatrists,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000101,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
thompson-karly,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052280 ,,,,,,,,official,THOMPSON,Karly,,,,phone,0370105543,work,email,karly.thompson@example.com.au,,,106 Glendon Cr,Dederang,VIC,3691,,,other,Chiropractors and Osteopaths,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000102,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
sheehan-ginger,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718676 ,,,,,,,,official,SHEEHAN,Ginger,,,,phone,0370105022,work,email,ginger.sheehan@example.net,,,45 Hendrix Ct,Swanwater West,VIC,3480,,,female,Complementary Health Therapists,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000103,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
darcy-stella,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052298 ,,,,,,,,official,D'ARCY,Stella,,,,phone,0870104566,work,email,stella.d'arcy@balbarruppractice.example.net,,,143 Gateway Esp,Balbarrup,WA,6258,,,female,Indigenous Health Worker,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000104,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
harding-diana,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003614900051556 ,,,,,,,,official,HARDING,Diana,,,,phone,0870109563,work,email,diana.harding@lakewellsmp.example.com.au,,,90 Sebastien St,Lake Wells,WA,6440,,,other,Medical Practitioner,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000105,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
jones-blanch,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003614900051564 ,,,,,,,,official,JONES,Blanch,,,,phone,0870109248,work,email,blanch.jones@quinninupmc.example.net,,,84 Desleigh Cnr,Quinninup,WA,6258,,,other,Medical Practitioner,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000106,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
markell-luke,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566719061 ,,,,,,,,official,MARKELL,Luke,,,,phone,0870101944,work,email,luke.markell@example.com,,,78 Abba Pnt,Sandy Gully,WA,6535,,,male,Midwives,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000107,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
osmond-deadra,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003618233385169 ,,PRES,Prescriber Number,,http://ns.electronichealth.net.au/id/medicare-prescriber-number,8017213,,official,OSMOND,Deadra,,,,phone,0870104604,work,email,deadra.osmond@bunburyph.example.net,,,100 Newhaven Way,Bunbury,WA,6230,,,female,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000108,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
gaynor-phil,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233384999 ,,,,,,,,official,GAYNOR,Phil,,,,phone,0870100972,work,email,phil.gaynor@morgantownph.example.com.au,,,185 Constitution Cr,Morgantown,WA,6701,,,unknown,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000109,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
bowden-paula,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233385004 ,,,,,,,,official,BOWDEN,Paula,,,,phone,0870106704,work,email,paula.bowden@example.com,,,99 John Rvr,Warrenup,WA,6330,,,female,Specialist Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000110,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
khouri-stewart,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718684 ,,,,,,,,official,KHOURI,Stewart,,,,phone,0870100955,work,email,stewart.khouri@kununurrapathology.example.com.au,,,127 Delaware Pnt,Kununurra,WA,6743,,,unknown,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000111,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
mclennan-miguel,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718692 ,,,,,,,,official,MCLENNAN,Miguel,,,,phone,0870101653,work,email,miguel.mclennan@mcbeathpharmacy.example.net,,,199 Hermann Est,Mcbeath,WA,6770,,,unknown,Pharmacists,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000112,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
dent-aldo,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003618233385185 ,,,,,,,,official,DENT,Aldo,,,,phone,0870107077,work,email,aldo.dent@bunburyph.example.net,,,3 Glider Gdns,Bunbury,WA,6230,,,male,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000113,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
cooke-arthur,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718700 ,,,,,,,,official,COOKE,Arthur,,,,phone,0870102901,work,email,arthur.cooke@morgantownph.example.com.au,,,119 State Esp,Morgantown,WA,6701,,,unknown,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000114,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
lumb-lovie,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566719079 ,,,,,,,,official,LUMB,Lovie,,,,phone,0870107705,work,email,lovie.lumb@lakewellsmp.example.com.au,,,117 Shall Cct,Lake Wells,WA,6440,,,other,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000115,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
clare-evonne,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003618233385193 ,,,,,,,,official,CLARE,Evonne,,,,phone,0870104737,work,email,evonne.clare@quinninupmc.example.net,,,117 Newhaven Way,Quinninup,WA,6258,,,other,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000116,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
power-linda,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052314 ,,,,,,,,official,POWER,Linda,,,,phone,0870106410,work,email,linda.power@balbarruppractice.example.net,,,49 Delaware Dr,Balbarrup,WA,6258,,,female,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000117,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
gilmore-ann,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003618233385201 ,,,,,,,,official,GILMORE,Ann,,,,phone,0870106137,work,email,ann.gilmore@example.net,,,32 Valley Rvr,Throssell,WA,6401,,,other,Medical Imaging Professionals,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000118,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
gidley-aubrey,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566719087 ,,,,,,,,official,GIDLEY,Aubrey,,,,phone,0870100011,work,email,aubrey.gidley@koolanookaradiology.example.net,,,196 Zorro St,Koolanooka,WA,6623,,,unknown,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000119,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
potter-lamar,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233385053 ,,,,,,,,official,POTTER,Lamar,,,,phone,0870108363,work,email,lamar.potter@bunburyph.example.net,,,58 Copper Rdge,Bunbury,WA,6230,,,unknown,Surgeons,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000120,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
brooksby-caterina,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003614900051622 ,,,,,,,,official,BROOKSBY,Caterina,,,,phone,0870104899,work,email,caterina.brooksby@morgantownph.example.com.au,,,50 Elgin Qy,Morgantown,WA,6701,,,female,Surgeons,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000121,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
delaney-ned,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566719103 ,,,,,,,,official,DELANEY,Ned,,,,phone,0870106521,work,email,ned.delaney@example.com,,,65 Versace Esp,The Lakes,WA,6556,,,unknown,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000122,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
oritz-abbie,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233385079 ,,,,,,,,official,ORITZ,Abbie,,,,phone,0870107732,work,email,abbie.oritz@example.com.au,,,72 Rail Pnt,Bruce Rock,WA,6418,,,other,Medical Imaging Professionals,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000123,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
miller-kittie,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003614900051648 ,,,,,,,,official,MILLER,Kittie,,,,phone,0870103863,work,email,kittie.miller@example.net,,,147 Forrest Ave,Wooramel,WA,6701,,,other,Specialist Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000124,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
leeds-roger,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233385087 ,,,,,,,,official,LEEDS,Roger,,,,phone,0870102607,work,email,roger.leeds@example.com,,,140 Toby Rdge,Jerdacuttup,WA,6346,,,unknown,Medical Imaging Professionals,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000125,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
mcnaughton-chante,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233385095 ,,,,,,,,official,MCNAUGHTON,Chante,,,,phone,0870105668,work,email,chante.mcnaughton@example.com.au,,,94 Hermann Est,Henderson,WA,6166,,,female,Psychologists,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000126,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
coulter-rosalina,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052330 ,,PRES,Prescriber Number,,http://ns.electronichealth.net.au/id/medicare-prescriber-number,8017255,,official,COULTER,Rosalina,,,,phone,0870100576,work,email,rosalina.coulter@example.net,,,146 Central Cl,Broomehill,WA,6318,,,female,Optometrists and Orthoptists,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000127,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
hickman-sally,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566719129 ,,,,,,,,official,HICKMAN,Sally,,,,phone,0870109819,work,email,sally.hickman@example.com,,,67 Verdanna Esp,Bunjil,WA,6623,,,other,Specialist Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000128,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
gillies-han,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052348 ,,,,,,,,official,GILLIES,Han,,,,phone,0870102508,work,email,han.gillies@annieriverpractice.example.com.au,,,87 Museum Tce,Annie River,NT,0822,,,female,Indigenous Health Worker,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000129,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
guthrie-aaron,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003614900051655 ,,,,,,,,official,GUTHRIE,Aaron,,,,phone,0870103214,work,email,aaron.guthrie@alicespringsmp.example.com.au,,,33 Desleigh Ave,Alice Springs,NT,0872,,,unknown,Medical Practitioner,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000130,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
faint-darryl,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718742 ,,,,,,,,official,FAINT,Darryl,,,,phone,0870107546,work,email,darryl.faint@cullenbay.example.net,,,86 Greenwood Tce,Cullen Bay,NT,0820,,,male,Medical Practitioner,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000131,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
bradley-lucrecia,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003614900051663 ,,,,,,,,official,BRADLEY,Lucrecia,,,,phone,0870104427,work,email,lucrecia.bradley@example.com,,,189 Walden Rdge,Papunya,NT,0872,,,other,Midwives,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000132,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
mackay-darleen,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233385129 ,,,,,,,,official,MACKAY,Darleen,,,,phone,0870108018,work,email,darleen.mackay@example.com.au,,,130 Pine Jnc,Docker River,NT,0872,,,other,Specialist Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000133,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
irvine-josephine,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003618233385250 ,,,,,,,,official,IRVINE,Josephine,,,,phone,0870109422,work,email,josephine.irvine@pinecreekph.example.net,,,70 Warrego Pl,Pine Creek,NT,0847,,,female,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000134,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
perry-rebekah,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233385137 ,,,,,,,,official,PERRY,Rebekah,,,,phone,0870100546,work,email,rebekah.perry@beswickph.example.com.au,,,95 George Cnr,Beswick,NT,0852,,,other,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000135,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
fischer-ahmed,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052363 ,,,,,,,,official,FISCHER,Ahmed,,,,phone,0870103207,work,email,ahmed.fischer@example.com.au,,,167 Council Esp,Umpangara,NT,0872,,,male,Specialist Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000136,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
gifford-cassidy,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718759 ,,,,,,,,official,GIFFORD,Cassidy,,,,phone,0870107360,work,email,cassidy.gifford@bayviewpathology.example.com.au,,,98 Gold Jnc,Bayview,NT,0820,,,other,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000137,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
