id,old_id,identifier1_dataAbsentReason,identifier1_type_code,identifier1_type_display,identifier1_type_text,identifier1_system,identifier1_value,identifier1_assigner_display,identifier2_type_code,identifier2_type_display,identifier2_type_text,identifier2_system,identifier2_value,identifier2_assigner_display,active,period_start,period_end,practitioner_reference_id,practitioner_display,organization_reference,organization_reference_id,code1_coding1_system,code1_coding1_code,code1_coding1_display,code1_coding2_system,code1_coding2_code,code1_coding2_display,code1_coding3_system,code1_coding3_code,code1_coding3_display,code1_text,specialty1_coding1_system,specialty1_coding1_code,specialty1_coding1_display,specialty1_coding2_system,specialty1_coding2_code,specialty1_coding2_display,specialty1_text,location_reference,location_reference_id,location_display,healthcareService_reference,telecom1_system,telecom1_value,telecom1_use,telecom2_system,telecom2_value,telecom2_use,availableTime1_daysOfWeek1,availableTime1_daysOfWeek2,availableTime1_daysOfWeek3,availableTime1_availableStartTime,availableTime1_availableEndTime,availableTime2_daysOfWeek1,availableTime2_daysOfWeek2,availableTime2_availableStartTime,availableTime2_availableEndTime,notAvailable1_description,notAvailable1_during_start,notAvailable1_during_end,availabilityExceptions
gastroenterologist-roche-louis,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449241B,,,,,,,,,,,roche-louis,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253316,Gastroenterologist,http://snomed.info/sct,71838004,Gastroenterologist,,,,,http://snomed.info/sct,394584008,Gastroenterology,,,,,,,,,phone,0370107957,work,email,louis.roche@example.com.au,work,,,,,,,,,,,,,
diagnostic--chi,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449251A,,,,,,,,,,,-chi,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253917,Diagnostic and Interventional Radiologist,,,,,,,Nuclear Medicine Specialist,http://snomed.info/sct,394649004,Nuclear medicine - speciality,,,,,,,,,phone,0370108366,work,email,chi.baldwin@example.net,work,,,,,,,,,,,,,
podiatrist-lavender-lavelle,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449261Y,,,,,,,,,,,lavender-lavelle,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,252611,Podiatrist,http://snomed.info/sct,159034004,Podiatrist,,,,,http://snomed.info/sct,722166003,Podiatry,,,,,,,,,phone,0370105723,work,email,lavelle.lavender@example.com,work,,,,,,,,,,,,,
osteopath-thompson-karly,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449271X,,,,,,,,,,,thompson-karly,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,252112,Osteopath,http://snomed.info/sct,76231001,Osteopath,,,,,http://snomed.info/sct,416304004,Osteopathic manipulative medicine,,,,,,,,,phone,0370105543,work,email,karly.thompson@example.com.au,work,,,,,,,,,,,,,
complementaryhealth-sheehan-ginger,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449281W,,,,,,,,,,,sheehan-ginger,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,252299,Complementary Health Therapists nec,,,,,,,Exercise Physiologist,http://snomed.info/sct,1240761000168106,Exercise physiology service,,,,,,,,,phone,0370105022,work,email,ginger.sheehan@example.net,work,,,,,,,,,,,,,
aboriginal-darcy-stella,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449291T,,,,,,,,,,,darcy-stella,,,balbarrup-practice,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,411511,Aboriginal and Torres Strait Islander Health Worker,http://snomed.info/sct,826241000168109,Aboriginal and Torres Strait Islander health worker,,,,,,,,,,,,,balbarrup-practice,,,phone,0870104566,work,email,stella.d'arcy@balbarruppractice.example.net,work,,,,,,,,,,,,,
generalpractitioner-harding-diana,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449301H,,,,,,,,true,,,harding-diana,,,lake-wells-medical-practice,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253111,General Practitioner,,,,,,,,http://snomed.info/sct,408443003,General medical practice,,,,,,lake-wells-medical-practice,,,phone,0870109563,work,email,diana.harding@lakewellsmp.example.com.au,work,,,,,,,,,,,,,
generalpractitioner-jones-blanch,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449311F,,,,,,,,,,,jones-blanch,,,quinninup-medical-clinic,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253111,General Practitioner,,,,,,,,http://snomed.info/sct,408443003,General medical practice,,,,,,quinninup-medical-clinic,,,phone,0870109248,work,email,blanch.jones@quinninupmc.example.net,work,,,,,,,,,,,,,
midwife-markell-luke,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449321B,,,,,,,,,,,markell-luke,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254111,Midwife,http://snomed.info/sct,309453006,Registered midwife,,,,,http://snomed.info/sct,1287784006,Obstetric nursing,,,,,,,,,phone,0870101944,work,email,luke.markell@example.com,work,,,,,,,,,,,,,
nursepractitioner-osmond-deadra,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449331A,,,,,,,,true,,,osmond-deadra,,,bunbury-public-hospital,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254411,Nurse Practitioner,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,bunbury-public-hospital,,,phone,0870104604,work,email,deadra.osmond@bunburyph.example.net,work,,,,,,,,,,,,,
nursepractitioner-gaynor-phil,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449341Y,,,,,,,,,,,gaynor-phil,,,morgantown-private-hospital,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254411,Nurse Practitioner,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,morgantown-private-hospital,,,phone,0870100972,work,email,phil.gaynor@morgantownph.example.com.au,work,,,,,,,,,,,,,
paediatrician-bowden-paula,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449351X,,,,,,,,,,,bowden-paula,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253321,Paediatrician,,,,,,,,http://snomed.info/sct,24251000087109,General paediatric specialty,,,,,,,,,phone,0870106704,work,email,paula.bowden@example.com,work,,,,,,,,,,,,,
pathologist-khouri-stewart,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449361W,,,,,,,,,,,khouri-stewart,,,kununurra-pathology,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253915,Pathologist,,,,,,,,http://snomed.info/sct,394595002,Pathology,,,,,,kununurra-pathology,,,phone,0870100955,work,email,stewart.khouri@kununurrapathology.example.com.au,work,,,,,,,,,,,,,
retailpharmacist-mclennan-miguel,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449371T,,,,,,,,,,,mclennan-miguel,,,mcbeath-pharmacy,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,251513,Retail Pharmacist,,,,,,,,http://snomed.info/sct,1268907002,Community pharmacy,,,,,,mcbeath-pharmacy,,,phone,0870101653,work,email,miguel.mclennan@mcbeathpharmacy.example.net,work,,,,,,,,,,,,,
registerednurses-dent-aldo,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449381L,,,,,,,,,,,dent-aldo,,,bunbury-public-hospital,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254499,Registered Nurses nec,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,bunbury-public-hospital,,,phone,0870107077,work,email,aldo.dent@bunburyph.example.net,work,,,,,,,,,,,,,
registerednurses-cooke-arthur,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449391K,,,,,,,,,,,cooke-arthur,,,morgantown-private-hospital,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254499,Registered Nurses nec,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,morgantown-private-hospital,,,phone,0870102901,work,email,arthur.cooke@morgantownph.example.com.au,work,,,,,,,,,,,,,
registerednurses-lumb-lovie,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449401B,,,,,,,,,,,lumb-lovie,,,lake-wells-medical-practice,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254499,Registered Nurses nec,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,lake-wells-medical-practice,,,phone,0870107705,work,email,lovie.lumb@lakewellsmp.example.com.au,work,,,,,,,,,,,,,
registerednurses-clare-evonne,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449411A,,,,,,,,,,,clare-evonne,,,quinninup-medical-clinic,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254499,Registered Nurses nec,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,quinninup-medical-clinic,,,phone,0870104737,work,email,evonne.clare@quinninupmc.example.net,work,,,,,,,,,,,,,
registerednurses-power-linda,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449421Y,,,,,,,,,,,power-linda,,,balbarrup-practice,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254499,Registered Nurses nec,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,balbarrup-practice,,,phone,0870106410,work,email,linda.power@balbarruppractice.example.net,work,,,,,,,,,,,,,
medicaldiagnostic-gilmore-ann,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449431X,,,,,,,,,,,gilmore-ann,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,251211,Medical Diagnostic Radiographer,,,,,,,,,,,,,,,,,,,phone,0870106137,work,email,ann.gilmore@example.net,work,,,,,,,,,,,,,
diagnostic-gidley-aubrey,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449441W,,,,,,,,,,,gidley-aubrey,,,koolanooka-radiology,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253917,Diagnostic and Interventional Radiologist,,,,,,,,http://snomed.info/sct,408455009,Interventional radiology - speciality,,,,,,koolanooka-radiology,,,phone,0870100011,work,email,aubrey.gidley@koolanookaradiology.example.net,work,,,,,,,,,,,,,
surgeongeneral-potter-lamar,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449451T,,,,,,,,,,,potter-lamar,,,bunbury-public-hospital,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253511,Surgeon (General),,,,,,,,http://snomed.info/sct,394609007,General surgery,,,,,,bunbury-public-hospital,,,phone,0870108363,work,email,lamar.potter@bunburyph.example.net,work,,,,,,,,,,,,,
surgeongeneral-brooksby-caterina,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449461L,,,,,,,,,,,brooksby-caterina,,,morgantown-private-hospital,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253511,Surgeon (General),,,,,,,,http://snomed.info/sct,394609007,General surgery,,,,,,morgantown-private-hospital,,,phone,0870104899,work,email,caterina.brooksby@morgantownph.example.com.au,work,,,,,,,,,,,,,
dermatologist-delaney-ned,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449471K,,,,,,,,,,,delaney-ned,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253911,Dermatologist,http://snomed.info/sct,18803008,Dermatologist,,,,,,,,,,,,,,,,phone,0870106521,work,email,ned.delaney@example.com,work,,,,,,,,,,,,,
medicaldiagnostic-oritz-abbie,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449481J,,,,,,,,,,,oritz-abbie,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,251211,Medical Diagnostic Radiographer,http://snomed.info/sct,159017007,Diagnostic radiographer,,,,,,,,,,,,,,,,phone,0870107732,work,email,abbie.oritz@example.com.au,work,,,,,,,,,,,,,
gastroenterologist-miller-kittie,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449491H,,,,,,,,,,,miller-kittie,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253316,Gastroenterologist,http://snomed.info/sct,71838004,Gastroenterologist,,,,,http://snomed.info/sct,394584008,Gastroenterology,,,,,,,,,phone,0870103863,work,email,kittie.miller@example.net,work,,,,,,,,,,,,,
medicalradiation-leeds-roger,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449501Y,,,,,,,,,,,leeds-roger,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,251212,Medical Radiation Therapist,http://snomed.info/sct,159018002,Radiotherapist,,,,,http://snomed.info/sct,419815003,Radiation oncology,,,,,,,,,phone,0870102607,work,email,roger.leeds@example.com,work,,,,,,,,,,,,,
clinicalpsychologist-mcnaughton-chante,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449511X,,,,,,,,,,,mcnaughton-chante,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,272311,Clinical Psychologist,http://snomed.info/sct,310191001,Clinical psychologist,,,,,http://snomed.info/sct,1255918004,"	Clinical psychology",,,,,,,,,phone,0870105668,work,email,chante.mcnaughton@example.com.au,work,,,,,,,,,,,,,
optometrist-coulter-rosalina,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449521W,,,,,,,,,,,coulter-rosalina,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,251411,Optometrist,http://snomed.info/sct,28229004,Optometrist,,,,,,,,,,,,,,,,phone,0870100576,work,email,rosalina.coulter@example.net,work,,,,,,,,,,,,,
specialistphysicians-hickman-sally,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449531T,,,,,,,,,,,hickman-sally,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253399,Specialist Physicians nec,,,,,,,Sleep Medicine Specialist,http://snomed.info/sct,1136421000168109,Sleep medicine service,,,,,,,,,phone,0870109819,work,email,sally.hickman@example.com,work,,,,,,,,,,,,,
aboriginal-gillies-han,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449541L,,,,,,,,,,,gillies-han,,,annie-river-practice,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,411511,Aboriginal and Torres Strait Islander Health Worker,http://snomed.info/sct,826241000168109,Aboriginal and Torres Strait Islander health worker,,,,,,,,,,,,,annie-river-practice,,,phone,0870102508,work,email,han.gillies@annieriverpractice.example.com.au,work,,,,,,,,,,,,,
generalpractitioner-guthrie-aaron,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449551K,,,,,,,,,,,guthrie-aaron,,,alice-springs-medical-practice,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253111,General Practitioner,,,,,,,,http://snomed.info/sct,408443003,General medical practice,,,,,,alice-springs-medical-practice,,,phone,0870103214,work,email,aaron.guthrie@alicespringsmp.example.com.au,work,,,,,,,,,,,,,
generalpractitioner-faint-darryl,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449561J,,,,,,,,,,,faint-darryl,,,cullen-bay-medical-clinic,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253111,General Practitioner,,,,,,,,http://snomed.info/sct,408443003,General medical practice,,,,,,cullen-bay-medical-clinic,,,phone,0870107546,work,email,darryl.faint@cullenbay.example.net,work,,,,,,,,,,,,,
midwife-bradley-lucrecia,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449571H,,,,,,,,,,,bradley-lucrecia,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254111,Midwife,http://snomed.info/sct,309453006,Registered midwife,,,,,http://snomed.info/sct,1287784006,Obstetric nursing,,,,,,,,,phone,0870104427,work,email,lucrecia.bradley@example.com,work,,,,,,,,,,,,,
renalmedicine-mackay-darleen,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449581F,,,,,,,,,,,mackay-darleen,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253322,Renal Medicine Specialist,,,,,,,,http://snomed.info/sct,394589003,Nephrology,,,,,,,,,phone,0870108018,work,email,darleen.mackay@example.com.au,work,,,,,,,,,,,,,
nursepractitioner-irvine-josephine,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449591B,,,,,,,,,,,irvine-josephine,,,pine-creek-public-hospital,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254411,Nurse Practitioner,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,pine-creek-public-hospital,,,phone,0870109422,work,email,josephine.irvine@pinecreekph.example.net,work,,,,,,,,,,,,,
nursepractitioner-perry-rebekah,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449601W,,,,,,,,,,,perry-rebekah,,,beswick-private-hospital,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254411,Nurse Practitioner,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,beswick-private-hospital,,,phone,0870100546,work,email,rebekah.perry@beswickph.example.com.au,work,,,,,,,,,,,,,
paediatrician-fischer-ahmed,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449611T,,,,,,,,,,,fischer-ahmed,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253321,Paediatrician,,,,,,,,http://snomed.info/sct,24251000087109,General paediatric specialty,,,,,,,,,phone,0870103207,work,email,ahmed.fischer@example.com.au,work,,,,,,,,,,,,,
pathologist-gifford-cassidy,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449621L,,,,,,,,,,,gifford-cassidy,,,bayview-pathology,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253915,Pathologist,,,,,,,,http://snomed.info/sct,394595002,Pathology,,,,,,bayview-pathology,,,phone,0870107360,work,email,cassidy.gifford@bayviewpathology.example.com.au,work,,,,,,,,,,,,,
retailpharmacist-harding-clyde,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449631K,,,,,,,,,,,harding-clyde,,,ludmilla-pharmacy,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,251513,Retail Pharmacist,,,,,,,,http://snomed.info/sct,1268907002,Community pharmacy,,,,,,ludmilla-pharmacy,,,phone,0870100513,work,email,clyde.harding@ludmillapharmacy.example.net,work,,,,,,,,,,,,,
registerednurses-bennett-amanda,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449641J,,,,,,,,,,,bennett-amanda,,,pine-creek-public-hospital,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254499,Registered Nurses nec,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,pine-creek-public-hospital,,,phone,0870103681,work,email,amanda.bennett@pinecreekph.example.net,work,,,,,,,,,,,,,
registerednurses-felmingham-marian,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449651H,,,,,,,,,,,felmingham-marian,,,beswick-private-hospital,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254499,Registered Nurses nec,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,beswick-private-hospital,,,phone,0870104595,work,email,marian.felmingham@beswickph.example.com.au,work,,,,,,,,,,,,,
registerednurses-martin-kirstie,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449661F,,,,,,,,,,,martin-kirstie,,,alice-springs-medical-practice,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254499,Registered Nurses nec,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,alice-springs-medical-practice,,,phone,0870101750,work,email,kirstie.martin@alicespringsmp.example.com.au,work,,,,,,,,,,,,,
registerednurses-mccormack-annamaria,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449671B,,,,,,,,,,,mccormack-annamaria,,,cullen-bay-medical-clinic,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254499,Registered Nurses nec,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,cullen-bay-medical-clinic,,,phone,0870102156,work,email,annamaria.mccormack@cullenbay.example.net,work,,,,,,,,,,,,,
registerednurses-craig-kenneth,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449681A,,,,,,,,,,,craig-kenneth,,,annie-river-practice,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254499,Registered Nurses nec,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,annie-river-practice,,,phone,0870109633,work,email,kenneth.craig@annieriverpractice.example.com.au,work,,,,,,,,,,,,,
medicaldiagnostic-coulter-francine,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449691Y,,,,,,,,,,,coulter-francine,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,251211,Medical Diagnostic Radiographer,,,,,,,,,,,,,,,,,,,phone,0870100086,work,email,francine.coulter@example.com,work,,,,,,,,,,,,,
diagnostic-gartshore-evelyn,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449701L,,,,,,,,,,,gartshore-evelyn,,,kaltukatjara-radiology,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253917,Diagnostic and Interventional Radiologist,,,,,,,,http://snomed.info/sct,408455009,Interventional radiology - speciality,,,,,,kaltukatjara-radiology,,,phone,0870107521,work,email,evelyn.gartshore@kaltukatjararadiology.example.net,work,,,,,,,,,,,,,
surgeongeneral-jenkins-elisabeth,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449711K,,,,,,,,,,,jenkins-elisabeth,,,pine-creek-public-hospital,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253511,Surgeon (General),,,,,,,,http://snomed.info/sct,394609007,General surgery,,,,,,pine-creek-public-hospital,,,phone,0870108784,work,email,elisabeth.jenkins@pinecreekph.example.net,work,,,,,,,,,,,,,
surgeongeneral-delaney-azzie,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449721J,,,,,,,,,,,delaney-azzie,,,beswick-private-hospital,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253511,Surgeon (General),,,,,,,,http://snomed.info/sct,394609007,General surgery,,,,,,beswick-private-hospital,,,phone,0870103019,work,email,azzie.delaney@beswickph.example.com.au,work,,,,,,,,,,,,,
counsellorsnec-polglase-belen,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449731H,,,,,,,,,,,polglase-belen,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,272199,Counsellors nec,http://snomed.info/sct,224595007,Professional counsellor,,,,,,,,,,,,,,,,phone,0870102934,work,email,belen.polglase@example.com.au,work,,,,,,,,,,,,,
complementaryhealth-lazzarini-frank,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449741F,,,,,,,,,,,lazzarini-frank,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,252299,Complementary Health Therapists nec,,,,,,,Exercise Physiologist,http://snomed.info/sct,1240761000168106,Exercise physiology service,,,,,,,,,phone,0870101203,work,email,frank.lazzarini@example.net,work,,,,,,,,,,,,,
ambulanceofficer-chalmers-shani,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449751B,,,,,,,,,,,chalmers-shani,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,411111,Ambulance Officer,http://snomed.info/sct,397897005,Paramedic,,,,,,,,,,,,,,,,phone,0870109383,work,email,shani.chalmers@example.com,work,,,,,,,,,,,,,
physiotherapist-darcy-alexandra,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449761A,,,,,,,,,,,darcy-alexandra,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,252511,Physiotherapist,http://snomed.info/sct,36682004,Physiotherapist,,,,,http://snomed.info/sct,722138006,Physiotherapy,,,,,,,,,phone,0870101063,work,email,alexandra.d'arcy@example.com.au,work,,,,,,,,,,,,,
clinicalpsychologist-fleming-helga,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449771Y,,,,,,,,,,,fleming-helga,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,272311,Clinical Psychologist,http://snomed.info/sct,310191001,Clinical psychologist,,,,,http://snomed.info/sct,1255918004,"	Clinical psychology",,,,,,,,,phone,0870102094,work,email,helga.fleming@example.net,work,,,,,,,,,,,,,
osteopath-cook-natalie,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449781X,,,,,,,,,,,cook-natalie,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,252112,Osteopath,http://snomed.info/sct,76231001,Osteopath,,,,,http://snomed.info/sct,416304004,Osteopathic manipulative medicine,,,,,,,,,phone,0870105413,work,email,natalie.cook@example.com,work,,,,,,,,,,,,,
generalpractitioner-packham-delores,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449791W,,,,,,,,,,,packham-delores,,,beltana-medical-practice,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253111,General Practitioner,,,,,,,,http://snomed.info/sct,408443003,General medical practice,,,,,,beltana-medical-practice,,,phone,0870107897,work,email,delores.packham@beltanamp.example.com.au,work,,,,,,,,,,,,,
midwife-thorn-brittany,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449801J,,,,,,,,,,,thorn-brittany,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254111,Midwife,http://snomed.info/sct,309453006,Registered midwife,,,,,http://snomed.info/sct,1287784006,Obstetric nursing,,,,,,,,,phone,0870107643,work,email,brittany.thorn@example.com.au,work,,,,,,,,,,,,,
nursepractitioner-rowland-josh,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449811H,,,,,,,,,,,rowland-josh,,,leasingham-public-hospital,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254411,Nurse Practitioner,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,leasingham-public-hospital,,,phone,0870100668,work,email,josh.rowland@leasinghamph.example.net,work,,,,,,,,,,,,,
nursepractitioner-doyle-hana,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449821F,,,,,,,,,,,doyle-hana,,,yunta-private-hospital,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254411,Nurse Practitioner,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,yunta-private-hospital,,,phone,0870100489,work,email,hana.doyle@yuntaph.example.com.au,work,,,,,,,,,,,,,
